batch_number,global_electric_energy_lhv_consumption,process_energy_gas_lhv_consumption,process_energy_heatpump_lhv_consumption,process_energy_cogeneration_lhv_consumption,global_thermal_energy_lhv_consumption,created_at,updated_at,deleted_at
C23C1343,50.31197121401752,288.7701815,205.5444305,0.0,494.314612,,,
C23C1344,59.15545098653304,276.9184153,205.7375509,0.0,482.6559662,,,
C23C1345,50.001996291718164,312.9627627,219.2459827,0.0,532.2087454,,,
C23C1346,40.44869102682701,267.8297872,207.7582485,0.0,475.5880358,,,
C23C1347,48.42716417910447,366.4337687,142.3631841,0.0,508.7969527,,,
C23C1348,48.382306135160384,279.7819994,212.7436936,0.0,492.5256929,,,
C23C1349,48.22011166253102,280.8047457,205.5210918,0.0,486.3258375,,,
C23C1350,48.72967923380967,279.7552448,198.0662815,0.0,477.8215263,,,
C23C1351,52.301874027993776,267.3615863,218.0777605,0.0,485.4393468,,,
C23C1352,49.75765673494724,252.3896648,203.5878336,0.0,455.9774984,,,
C23C1353,53.27594897627559,251.7367566,234.0201495,0.0,485.7569061,,,
C23C1354,52.52351540616246,285.6960784,124.8502957,0.0,410.5463741,,,
C23C1355,48.7029186228482,288.6014085,210.428795,0.0,499.0302034,,,
C23C1356,45.956444133208834,242.3053221,213.1714908,0.0,455.4768129,,,
C23C1357,46.901873449131514,260.6761787,211.7741935,0.0,472.4503722,,,
C23C1358,48.476060419235516,328.5263564,112.5770654,0.0,441.1034217,,,
C23C1359,52.00787066246057,325.9760252,203.3817035,0.0,529.3577287,,,
C23C1360,48.509447949526816,217.6438486,219.4195584,0.0,437.0634069,,,
C23C1361,45.92327160493827,275.7763889,208.5061728,0.0,484.2825617,,,
C23C1362,52.05566869300912,278.5691489,204.8024316,0.0,483.3715805,,,
C23C1363,52.32932799013564,277.3506473,203.6991369,0.0,481.0497842,,,
C23C1364,48.509961597542244,250.8801843,208.5284178,0.0,459.4086022,,,
C23C1365,49.09473397823458,224.9904776,215.9250302,0.0,440.9155079,,,
C23C1366,54.14153008962869,366.2919334,126.3597951,0.0,492.6517286,,,
C23C1367,49.45214990746453,212.7145281,222.1233806,0.0,434.8379087,,,
C23C1368,47.675361258175016,240.683432,228.5892245,0.0,469.2726565,,,
C23C1369,50.53496832435857,269.2573646,193.0820399,0.0,462.3394045,,,
C23C1370,49.61465887555274,265.1574542008844,204.1187618,0.0,469.276216,,,
C23C1371,50.55814410480349,266.1105739238927,221.77167810355581,0.0,487.8822520274485,,,
C23C1372,51.6284829388257,267.2291730710114,206.07439286812172,0.0,473.30356593913314,,,
C23C1373,49.66929636533085,250.37418452935694,213.07238272755515,0.0,463.4465672569121,,,
C23C1374,49.90024129505193,252.26939523518632,211.66768478924865,0.0,463.937080024435,,,
C23C1375,50.91201863354037,265.27500000000003,204.27329192546583,0.0,469.54829192546583,,,
C23C1376,50.54059899906162,323.80575539568343,215.40193931811075,0.0,539.2076947137941,,,
C23C1377,46.94665078389179,271.61988933292344,203.16015985244388,0.0,474.7800491853673,,,
C23C1378,45.10223507917174,281.6624543239951,204.1412911084044,0.0,485.8037454323995,,,
C23C1379,46.64407687557888,295.2577956159309,211.99135535659155,0.0,507.24915097252244,,,
C23C1380,46.00738007943782,268.3790100824931,172.42896425297891,0.0,440.807974335472,,,
C23C1381,50.293935361216725,283.6411596958175,241.58428390367553,0.0,525.225443599493,,,
C23C1382,51.02516598809896,267.68023802067023,204.3219542749765,0.0,472.00219229564675,,,
C23C1383,49.953110236220475,289.63700787401575,224.1376377952756,0.0,513.7746456692913,,,
C23C1384,47.898533834586466,249.24953007518798,205.80921052631575,0.0,455.0587406015037,,,
C23C1385,52.06330847350047,285.43795620437953,219.27134243097427,0.0,504.7092986353538,,,
C23C1386,51.099267676767674,219.54545454545453,202.3125,0.0,421.8579545454545,,,
C23C1387,48.24211853915196,323.63370473537606,227.23614979882387,0.0,550.8698545341999,,,
C23C1388,49.46017355870812,267.79414428010864,158.09538182915784,0.0,425.8895261092665,,,
C23C1389,49.889500463965355,276.4055057222394,218.54624188060623,0.0,494.95174760284567,,,
C23C1390,50.58174922600619,310.53204334365324,205.9030959752322,0.0,516.4351393188854,,,
C23C1391,51.783895899053626,266.2268138801262,199.33059936908515,0.0,465.5574132492113,,,
C23C1392,50.82081738311892,242.00878569187324,206.1236272356448,0.0,448.13241292751803,,,
C23C1393,46.54003144654088,247.32594339622645,196.41509433962264,0.0,443.7410377358491,,,
C23C1394,47.4237026691496,284.7695530726257,220.48417132216017,0.0,505.2537243947859,,,
C23C1395,49.418807439824946,238.57736792747738,211.31603626133167,0.0,449.8934041888091,,,
C24C1001,49.810445173383314,284.956419868791,209.9343955014058,0.0,494.8908153701968,,,
C24C1002,49.952706364209206,345.22826086956525,205.9987397605545,0.0,551.2270006301197,,,
C24C1003,49.1643087269315,319.1762589928058,153.59680950891462,0.0,472.77306850172045,,,
C24C1004,51.9440851535296,308.5997150997151,194.93510604621716,0.0,503.53482114593226,,,
C24C1005,53.097527716186256,293.58330693696547,212.75894836870447,0.0,506.34225530566994,,,
C24C1006,48.60408517350157,271.45078864353314,203.07287066246053,0.0,474.52365930599365,,,
C24C1007,50.562965314338804,299.3454629916383,199.32393930009292,0.0,498.6694022917312,,,
C24C1008,49.66357142857143,284.97,213.60857142857142,0.0,498.5785714285714,,,
C24C1009,49.43988423723438,276.32825880114177,203.44814462416744,0.0,479.77640342530924,,,
C24C1010,47.30153049314269,320.73825503355704,108.54449956229938,0.0,429.28275459585643,,,
C24C1011,47.146930043722676,319.87382885696445,146.76514678326046,0.0,466.6389756402249,,,
C24C1012,48.0023343605547,375.34298921417565,146.21879815100155,0.0,521.5617873651772,,,
C24C1013,51.70433667083854,259.3976846057572,228.06758448060077,0.0,487.465269086358,,,
C24C1014,49.86881160324391,280.4766063630692,210.9419837804117,0.0,491.4185901434809,,,
C24C1015,49.60011409815568,314.2530478274461,207.52047514848394,0.0,521.7735229759301,,,
C24C1016,51.03027559055118,312.78188976377953,208.59779527559056,0.0,521.3796850393701,,,
C24C1017,49.768045089561454,287.8693638048178,200.0105003088326,0.0,487.8798641136504,,,
C24C1018,50.19430413171793,325.9333643988817,207.04287045666354,0.0,532.9762348555453,,,
C24C1019,48.8602319109462,251.99721706864568,195.65120593692023,0.0,447.6484230055659,,,
C24C1020,48.17117021276596,321.6050151975684,203.28601823708203,0.0,524.8910334346504,,,
C24C1021,41.71576923076923,241.8959367245658,195.58064516129033,0.0,437.47658188585615,,,
C24C1022,49.908946957878314,422.94524180967244,265.09048361934475,0.0,688.0357254290172,,,
C24C1023,50.52985179407176,198.89438377535103,150.90171606864274,0.0,349.7960998439938,,,
C24C1024,50.143748824082785,389.59360301034815,251.52712449043588,0.0,641.120727500784,,,
C24C1025,59.49099501712862,316.9143568981625,198.49268140766114,0.0,515.4070383058237,,,
C24C1026,47.17268905021173,287.23911070780395,199.0967937084089,0.0,486.3359044162129,,,
C24C1027,46.47323884197829,266.6779252110977,209.2533172496984,0.0,475.9312424607961,,,
C24C1028,47.9036985675099,293.5917403230722,201.80432794879607,0.0,495.3960682718683,,,
C24C1029,47.79079074690051,259.3602963410946,188.85999395222257,0.0,448.2202902933172,,,
C24C1030,46.02731246125232,306.1367017978921,178.28890266584003,0.0,484.42560446373216,,,
C24C1031,47.2864888337469,319.3925248138958,147.5313275434243,0.0,466.92385235732013,,,
C24C1032,51.475815066378516,232.30781105279408,206.12534732942268,0.0,438.4331583822168,,,
C24C1033,51.95504965859715,259.0391061452514,200.8261949099938,0.0,459.86530105524525,,,
C24C1034,49.11275364567173,241.77831213155446,200.65777226186782,0.0,442.4360843934223,,,
C24C1035,47.7297172156619,252.47824735860783,203.60472343070228,0.0,456.08297078931014,,,
C24C1036,46.283455481526346,241.13431253785586,200.13325257419746,0.0,441.2675651120533,,,
C24C1037,47.72870125974805,264.3689262147571,202.25554889022197,0.0,466.62447510497907,,,
C24C1038,49.089745193774796,189.7236801953006,274.3033262129997,0.0,464.0270064083003,,,
C24C1039,45.647756823060405,263.2410303587857,164.7249310027599,0.0,427.96596136154557,,,
C24C1040,48.4683942717855,321.97897623400365,204.63711151736746,0.0,526.6160877513711,,,
C24C1041,49.63438556067588,300.57926267281107,185.46267281105992,0.0,486.041935483871,,,
C24C1042,50.577269326683286,361.4434226932668,214.00249376558602,0.0,575.4459164588528,,,
C24C1043,50.34280669144981,293.3461895910781,177.43494423791822,0.0,470.7811338289963,,,
C24C1044,52.538805364940735,345.85012476606363,229.10792264504053,0.0,574.9580474111042,,,
C24C1045,52.8601968503937,277.5103937007874,198.23622047244095,0.0,475.74661417322835,,,
C24C1046,50.5927694235589,328.49577067669173,224.53634085213034,0.0,553.032111528822,,,
C24C1047,52.848914133500465,286.56298965841427,199.99999999999997,0.0,486.56298965841427,,,
C24C1048,52.499946507237254,314.44068596601636,209.65387035871618,0.0,524.0945563247326,,,
C24C1049,48.638876707975854,299.21925643469973,205.5544963457261,0.0,504.77375278042587,,,
C24C1050,50.31068438003221,340.26666666666665,220.09275362318837,0.0,560.359420289855,,,
C24C1051,48.83550251256282,285.11259422110555,201.26884422110555,0.0,486.3814384422111,,,
C24C1052,47.23929316160687,331.70147194112235,206.20668506593069,0.0,537.908157007053,,,
C24C1053,46.90576923076923,268.9089230769231,172.91076923076923,0.0,441.8196923076923,,,
C24C1054,47.731776174393616,364.83988332821616,212.26895916487567,0.0,577.1088424930919,,,
C24C1055,48.54843283582089,264.5107276119403,184.4278606965174,0.0,448.9385883084577,,,
C24C1056,48.937828722412185,318.1249611439229,212.86913273235936,0.0,530.9940938762822,,,
C24C1057,47.45046103694504,250.44365104004967,180.04346476249611,0.0,430.48711580254576,,,
C24C1058,46.62487263125195,360.01537744641195,210.5622864243554,0.0,570.5776638707673,,,
C24C1059,47.475,271.9024615384615,179.08923076923077,0.0,450.9916923076923,,,
C24C1060,49.016966698083564,360.9655984919887,224.53031731071314,0.0,585.4959158027018,,,
C24C1061,50.11057603686636,284.4898617511521,176.2457757296467,0.0,460.7356374807988,,,
C24C1062,49.057180916976456,300.65659851301115,207.89343246592315,0.0,508.5500309789343,,,
C24C1063,39.66417675544795,239.703995157385,171.6585956416465,0.0,411.3625907990315,,,
C24C1064,53.70628221049363,391.4105867742937,189.3685190934492,0.0,580.7791058677428,,,
C24C1065,62.58157151721998,235.48417623332298,183.5665529010239,0.0,419.05072913434685,,,
C24C1066,53.40291979949875,290.7857142857143,221.3176691729323,0.0,512.1033834586466,,,
C24C1067,55.76470297029703,272.07178217821786,209.39356435643566,0.0,481.4653465346535,,,
C24C1068,51.94818782662158,265.224715647095,214.49738702735937,0.0,479.7221026744544,,,
C24C1069,50.889853620955314,251.9084745762712,214.52080123266563,0.0,466.42927580893684,,,
C24C1070,55.42964120726825,296.6978749615029,228.86356636895596,0.0,525.5614413304588,,,
C24C1071,55.857848200312986,325.2718309859155,212.5696400625978,0.0,537.8414710485133,,,
C24C1072,49.84628928800513,308.0104233483002,195.79217447081462,0.0,503.8025978191148,,,
C24C1073,47.73360810392824,316.5185586142901,226.71203216826476,0.0,543.2305907825548,,,
C24C1074,51.09107196401799,272.20344827586206,213.75712143928035,0.0,485.9605697151424,,,
C24C1075,40.09098503740648,241.00529925187033,226.59600997506234,0.0,467.6013092269327,,,
C24C1076,53.98618858954041,452.9068145800317,320.7765451664025,0.0,773.6833597464342,,,
C24C1077,59.69339874411303,218.8935635792779,173.79623233908947,0.0,392.6897959183674,,,
C24C1078,53.322946852261936,331.91379310344826,309.81841189496987,0.0,641.7322049984182,,,
C24C1079,55.76867056591843,190.80256085994307,254.00695542206768,0.0,444.80951628201075,,,
C24C1080,53.20517766497462,243.31694162436548,263.99238578680206,0.0,507.30932741116754,,,
C24C1081,55.55668712621971,148.9461756373938,186.85867170286434,173.1192949323261,508.9241422725842,,,
C24C1082,50.47843146565369,99.20797720797721,83.44191199746756,354.54257676479904,537.1924659702438,,,
C24C1083,54.71147616040417,69.67540258920114,122.33343858541207,334.70161035680457,526.7104515314178,,,
C24C1084,55.02603535353535,106.63636363636364,98.84848484848484,340.9090909090909,546.3939393939394,,,
C24C1085,52.05980620155039,66.0153488372093,126.20837209302327,322.48062015503876,514.7043410852714,,,
C24C1086,53.32794973126778,97.41368953525134,133.44925703446094,344.60954789756556,575.4724944672778,,,
C24C1087,45.770637149028076,28.74112928108608,126.12958963282937,280.7775377969762,435.6482567108917,,,
C24C1088,49.393810503005376,96.72223979753242,136.044922492882,351.1546978804176,583.921860170832,,,
C24C1089,51.91482456140351,60.37500000000001,127.90789473684212,275.68922305764414,463.9721177944863,,,
C24C1090,47.71131000941324,102.9803890806401,126.89614057106999,323.18795105114526,553.0644807028553,,,
C24C1091,53.16278649921507,60.930141287284144,144.14505494505497,317.11145996860284,522.186656200942,,,
C24C1092,52.37776768941766,64.74420788979336,111.66687539135881,331.8722604884158,508.283343769568,,,
C24C1093,50.42950515142054,57.90571339369341,116.40149859506712,309.0852325944427,483.3924445832032,,,
C24C1094,52.26752289232712,90.91790337859173,77.11714556362489,309.4411114619514,477.476160404168,,,
C24C1095,51.86565875741492,89.66984077427412,92.79862628785514,343.4280362160474,525.8965032781766,,,
C24C1096,50.1391095890411,94.92870485678706,130.21824408468245,292.6525529265255,517.7995018679951,,,
C24C1097,50.27133004926108,62.042641625615765,157.24137931034483,301.7241379310345,521.008158866995,,,
C24C1098,49.640572755417956,103.75634674922601,124.72569659442725,309.59752321981426,538.0795665634676,,,
C24C1099,50.30231059462722,94.19031089646846,118.83730757621491,277.6939329912466,490.7215514639299,,,
C24C1100,48.20213615023474,80.98591549295774,127.34460093896713,309.85915492957747,518.1896713615024,,,
C24C1101,49.79482505467041,73.52671040299906,130.74632927210246,293.65823180256166,497.9312714776632,,,
C24C1102,48.96932650527623,80.981843575419,106.21570453134699,313.46989447548106,500.6674425822471,,,
C24C1103,50.60244186046511,71.82418604651163,124.18976744186048,288.3720930232558,484.3860465116279,,,
C24C1104,48.10537037037037,90.72222222222223,126.47962962962963,290.12345679012344,507.3253086419753,,,
C24C1105,50.31398844832969,102.20746175460505,149.22260380892914,296.5969403684046,548.0270059319388,,,
C24C1106,52.396330822347764,140.89124293785312,138.7608286252354,320.15065913370995,599.8027306967984,,,
C24C1107,49.98232006125574,100.71041347626341,116.51944869831546,278.7136294027565,495.9434915773354,,,
C24C1108,22.176467946732735,72.9211830288015,207.90585320532676,306.59646949519976,587.4235057293281,,,
C24C1109,47.604307548346846,154.37835308796008,62.31877729257642,299.43855271366186,516.1356830941984,,,
C23N177,151.52369526094782,,,,560.966601079854,,,
C23N178,140.96349491322562,,,,524.7304057449584,,,
C23N179,135.60542168674698,,,,498.3064391567317,,,
C23N180,135.19819819819818,,,,496.81002342335347,,,
C23N181,122.53740275283867,,,,491.26295352090386,,,
C23N182,125.54261189455133,,,,503.3110946248555,,,
C23N183,123.34939759035748,,,,494.5183104418255,,,
C23N184,110.16877637130801,,,,395.367,,,
C23N185,110.30175015087508,,,,395.84420820760414,,,
C23N186,128.49939975990398,,,,521.6951476589937,,,
C23N187,122.46290801186943,,,,363.31791454012847,,,
C23N188,122.41091427407648,,,,402.8472351862809,,,
C23N189,122.71075729741192,,,,403.8340012248823,,,
C23N190,121.88969991889488,,,,401.13194890507407,,,
C23N191,144.59558823529412,,,,416.73280392146165,,,
C23N192,134.8036253776435,,,,474.65732084588626,,,
C23N193,137.8623629719854,,,,454.29782338622084,,,
C23N194,147.31453096259963,,,,443.84957081545065,,,
C23N195,131.32102564102206,,,,495.41016000015065,,,
C23N196,130.27879527880233,,,,491.47833333307,,,
C23N197,129.3313131313096,,,,487.90394545469377,,,
C23N198,151.3870381586917,,,,482.10686008469133,,,
C23N199,196.82616596002424,,,,429.26527559062174,,,
C23N200,93.3028083028083,,,,487.60353113556664,,,
C23N201,137.89699570815452,,,,507.89195462902626,,,
C23N202,112.53187613843471,,,,382.67240113346355,,,
C23N203,113.70552147239023,,,,386.6634629855395,,,
C23N206,173.41584158415841,,,,785.0835516264266,,,
C23N207,116.10752688172043,,,,402.88461397861977,,,
C23N208,139.0041249263406,,,,531.0140989981636,,,
C23N209,137.75,,,,546.6850402439379,,,
C23N210,123.23015873015505,,,,509.00031626971867,,,
C23N211,123.9680638722629,,,,512.0482223555709,,,
C23N212,123.93812375249131,,,,512.0482223551661,,,
C23N213,145.7222566646001,,,,457.81607439553625,,,
C23N214,130.52662037037035,,,,450.88803356478115,,,
C23N215,125.92238805970149,,,,464.2305970148559,,,
C23N216,133.04921968787517,,,,456.19483073236285,,,
C23N217,129.61841308298258,,,,472.9952259236402,,,
C23N222,142.7801332525742,,,,547.2077153239051,,,
C23N223,131.2829736211031,,,,469.1210467626248,,,
C23N224,146.945107398568,,,,482.92718973750493,,,
C23N230,142.55522388059703,,,,531.1702543282539,,,
C23N231,130.16206482593037,,,,457.9917118848937,,,
C23N232,131.14928909952604,,,,427.0243542652649,,,
C23N233,116.83976261127596,,,,440.41462551935695,,,
C23N234,117.7482057416268,,,,443.8389019139453,,,
C23N235,115.17220902612826,,,,428.9827529689829,,,
C23N242,113.8344491783323,,,,465.27181984175286,,,
C23N243,108.04123711340206,,,,516.9303784111582,,,
C23N244,113.51529694061189,,,,390.65182243551294,,,
C23N245,136.6867469879518,,,,485.41947228915666,,,
C23N246,135.77804583835945,,,,493.21474065138716,,,
C23N247,121.68761220825853,,,,509.92808976660683,,,
C23N248,112.47150569886024,,,,453.99174085182966,,,
C23N249,117.22653915122534,,,,447.9544865511058,,,
C23N250,95.57957957957957,,,,496.1086822822823,,,
C23N251,130.4394942805539,,,,455.77016977724264,,,
C23N252,63.21471291866029,,,,254.0783791866029,,,
C23N253,195.05444646098002,,,,707.8608203266788,,,
C23N254,135.9876923076923,,,,534.7741181538461,,,
C23N255,128.80766926303176,,,,561.6596333133613,,,
C23N256,70.20310633213859,,,,295.62575388291515,,,
C23N257,66.95626123427202,,,,477.60770641102454,,,
C23N258,133.83222691611346,,,,486.71730356065177,,,
C23N259,117.93165467625899,,,,513.2398129496403,,,
C23N260,138.87254901960785,,,,530.9164963235295,,,
C23N261,130.35066505441353,,,,506.9150713422007,,,
C23N262,135.12727272727273,,,,507.70183272727274,,,
C23N263,108.25903614457832,,,,466.5790409638554,,,
C23N264,121.98924731182795,,,,467.57237275985665,,,
C23N265,122.37206502107165,,,,459.42438892233594,,,
C23N266,126.40963855421687,,,,469.8306036144578,,,
C23N267,142.10430563978167,,,,526.018013341419,,,
C23N268,127.2295673076923,,,,456.02643389423076,,,
C23N269,108.72378669862192,,,,433.5817459556621,,,
C23N270,116.02102102102103,,,,464.30619639639633,,,
C23N271,116.5108564535585,,,,466.2664758745476,,,
C23N272,109.22661870503596,,,,445.88684892086326,,,
C23N273,104.2102102102102,,,,441.1358558558559,,,
C23N274,123.23389021479714,,,,521.3988794749403,,,
C23N275,116.11743559017376,,,,409.7732210904733,,,
C23N276,116.60649819494586,,,,411.49910108303254,,,
C23N277,115.33852606351108,,,,439.40975913720786,,,
C23N278,97.05847255369929,,,,444.74736157517896,,,
C23N279,117.25478468899523,,,,458.55031220095697,,,
C23N280,110.48444976076556,,,,466.93461064593293,,,
C23N281,110.81583683263348,,,,468.33513437312536,,,
C23N282,108.80290205562272,,,,470.5305417170496,,,
C23N283,128.2089552238806,,,,457.41146149253734,,,
C23N284,124.97223935842074,,,,465.94511659469464,,,
C23N285,121.53471376370281,,,,451.24142630937877,,,
C23N286,110.76506024096386,,,,436.7045313253012,,,
C23N287,125.87951807228916,,,,453.12236385542167,,,
C23N288,104.84045755568934,,,,439.01100662251656,,,
C23N289,117.22658610271904,,,,532.8078187311178,,,
C23N290,106.73432835820896,,,,424.79990208955223,,,
C23N291,95.01216545012166,,,,408.2434866180049,,,
C23N292,111.15933412604043,,,,441.07020689655167,,,
C23N293,126.1731343283582,,,,482.1343665671642,,,
C23N294,106.52252252252252,,,,436.609193993994,,,
C23N295,112.36286919831224,,,,446.3793670886075,,,
C23N296,13.18429003021148,,,,469.56784531722053,,,
C23N297,218.8188976377953,,,,462.93584009691097,,,
C23N298,132.45793269230768,,,,533.0462596153845,,,
C23N299,107.9485609308022,,,,442.83289650949166,,,
C23N300,129.725442342892,,,,507.9424148871263,,,
C23N301,118.32112332112331,,,,444.0841575091574,,,
C23N302,124.50920245398773,,,,499.01807730061347,,,
C23N303,111.11245465538089,,,,453.5068561064087,,,
C23N304,121.59663865546219,,,,442.96165186074427,,,
C23N305,106.17224880382776,,,,477.26915550239244,,,
C23N306,121.71686746987952,,,,509.214265060241,,,
C23N307,117.01882210078932,,,,444.3372349726776,,,
C23N308,121.29574085182965,,,,475.0134253149371,,,
C23N309,115.15024038461539,,,,460.16242187499995,,,
C23N310,123.11899038461539,,,,471.83550480769225,,,
C23N311,114.6566265060241,,,,465.5867301204819,,,
C23N312,113.76498800959232,,,,481.78552877697837,,,
C23N313,124.53285111512959,,,,539.1438758288125,,,
C23N314,152.82190132370638,,,,609.2307858002407,,,
C23N315,60.13253012048193,,,,221.169156626506,,,
C23N316,115.88835534213686,,,,473.38491596638664,,,
C23N317,112.51199040767385,,,,475.61680815347717,,,
C23N318,67.36904761904762,,,,455.2680345238095,,,
C23N319,167.5644871025795,,,,459.7442327534493,,,
C23N320,105.46163069544363,,,,461.7611450839328,,,
C23N321,137.14457108578284,,,,387.1794229154169,,,
C23N322,121.22400475341651,,,,567.6189756387403,,,
C23N323,147.4311377245509,,,,465.173302994012,,,
C23N324,125.58208955223881,,,,449.3432274626865,,,
C23N325,136.18962432915922,,,,450.0141610017889,,,
C23N326,133.77459749552773,,,,455.49760644007154,,,
C23N327,112.07287933094385,,,,454.8940931899641,,,
C23N328,128.403205918619,,,,518.2210086313194,,,
C23N329,139.24737816162863,,,,438.2061739666873,,,
C23N330,146.95278969957081,,,,501.8609981606377,,,
C23N331,152.80926264472882,,,,489.54576599634373,,,
C23N332,134.3428225317989,,,,465.6125814657783,,,
C23N333,129.86754966887418,,,,472.2037387116195,,,
C23N334,121.32256134051467,,,,443.39931538001196,,,
C23N335,110.71386079714456,,,,463.880748364069,,,
C23N336,137.49852158486104,,,,476.53738261383796,,,
C23N337,116.331569664903,,,,422.15317930629044,,,
C23N338,118.86031560490942,,,,460.5789468147282,,,
C23N339,122.44625217896572,,,,492.43353980244046,,,
C23N340,119.48584633160023,,,,454.77982322357025,,,
C23N341,82.14819069500288,,,,423.6722802986789,,,
C23N342,81.67904054825814,,,,421.25267846944604,,,
C23N343,104.5673076923077,,,,484.7664771634615,,,
C23N344,111.8176400476758,,,,422.4585673420738,,,
C23N345,228.28059701492538,,,,408.14035701492537,,,
C23N346,142.9030303030303,,,,452.6111818181818,,,
C23N347,151.836485661989,,,,481.4091848688224,,,
C23N348,120.61735941320293,,,,452.24821026894864,,,
C23N349,119.78048780487805,,,,451.1451658536585,,,
C23N350,120.73126142595979,,,,451.02056550883606,,,
C23N351,144.61261261261262,,,,490.75897417417417,,,
C23N352,134.23946243127673,,,,485.4612803909591,,,
C23N353,168.12879708383963,,,,489.20191373025517,,,
C23N354,147.35632183908044,,,,442.6104004839685,,,
C23N355,139.50572634116938,,,,438.82075226039785,,,
C23N356,144.11976047904193,,,,449.8852491017964,,,
C23N357,155.19496100779844,,,,464.8763467306539,,,
C23N358,99.13467397928093,,,,366.0393772090189,,,
C23N359,146.57368101879928,,,,427.98138508186776,,,
C23N360,136.6322188449848,,,,464.37571063829785,,,
C23N361,131.3451004260499,,,,477.96686305538645,,,
C23N362,140.13268998793725,,,,492.37647768395647,,,
C23N363,137.78588807785889,,,,513.7943418491484,,,
C23N364,118.53155339805825,,,,507.72360436893206,,,
C23N365,116.23049219687876,,,,398.7924357743097,,,
C23N366,132.46542393265182,,,,437.49881900180395,,,
C23N367,163.29921733895245,,,,514.6925815773631,,,
C23N368,175.33007334963327,,,,490.23488141809287,,,
C23N369,129.3065693430657,,,,470.8455948905109,,,
C23N370,136.56288156288156,,,,483.1347887667887,,,
C23N371,146.4769975786925,,,,509.72236561743347,,,
C23N372,139.55864570737606,,,,463.63762877871824,,,
C23N373,163.63030303030303,,,,526.8969721212121,,,
C23N374,175.27305825242718,,,,497.1674696601941,,,
C23N375,154.82196741098372,,,,496.8331961375982,,,
C23N376,153.47879532882607,,,,484.259594345421,,,
C23N377,161.11990261716372,,,,507.15866707242844,,,
